book,book_name,section,office,office_en,job,job_en,count,duty_en
2,Earth Offices – Situ (Minister of Land and People),2,鄉大夫,District Grand Officer,卿,Minister,1,Administers district grand officer.
2,Earth Offices – Situ (Minister of Land and People),2,閭胥,Neighborhood Clerk,中士,Middle Officer,1,Administers neighborhood clerk.
2,Earth Offices – Situ (Minister of Land and People),2,黨正,Ward Chief,下大夫,Lower Grand Officer,1,Administers ward chief.
2,Earth Offices – Situ (Minister of Land and People),3,封人,Boundary Officer,下士,Junior Officer,8,Administers boundary officer.
2,Earth Offices – Situ (Minister of Land and People),3,封人,Boundary Officer,中士,Middle Officer,4,Administers boundary officer.
2,Earth Offices – Situ (Minister of Land and People),3,封人,Boundary Officer,史,Scribe,4,Administers boundary officer.
2,Earth Offices – Situ (Minister of Land and People),3,封人,Boundary Officer,府,Storekeeper,2,Administers boundary officer.
2,Earth Offices – Situ (Minister of Land and People),3,封人,Boundary Officer,徒,Laborer,60,Administers boundary officer.
2,Earth Offices – Situ (Minister of Land and People),3,封人,Boundary Officer,胥,Clerk,6,Administers boundary officer.
2,Earth Offices – Situ (Minister of Land and People),4,鼓人,Drum Officer,中士,Middle Officer,6,Administers drum officer.
2,Earth Offices – Situ (Minister of Land and People),4,鼓人,Drum Officer,史,Scribe,2,Administers drum officer.
2,Earth Offices – Situ (Minister of Land and People),4,鼓人,Drum Officer,府,Storekeeper,2,Administers drum officer.
2,Earth Offices – Situ (Minister of Land and People),4,鼓人,Drum Officer,徒,Laborer,20,Administers drum officer.
2,Earth Offices – Situ (Minister of Land and People),5,舞師,Dance Master,下士,Junior Officer,2,Administers dance master.
2,Earth Offices – Situ (Minister of Land and People),5,舞師,Dance Master,胥,Clerk,4,Administers dance master.
2,Earth Offices – Situ (Minister of Land and People),5,舞師,Dance Master,舞徒,Dance Laborer,40,Administers dance master.
2,Earth Offices – Situ (Minister of Land and People),6,牧人,Herding Officer,下士,Junior Officer,6,Administers herding officer.
2,Earth Offices – Situ (Minister of Land and People),6,牧人,Herding Officer,史,Scribe,2,Administers herding officer.
2,Earth Offices – Situ (Minister of Land and People),6,牧人,Herding Officer,府,Storekeeper,1,Administers herding officer.
2,Earth Offices – Situ (Minister of Land and People),6,牧人,Herding Officer,徒,Laborer,60,Administers herding officer.
2,Earth Offices – Situ (Minister of Land and People),7,牛人,Cattle Officer,下士,Junior Officer,4,Administers cattle officer.
2,Earth Offices – Situ (Minister of Land and People),7,牛人,Cattle Officer,中士,Middle Officer,2,Administers cattle officer.
2,Earth Offices – Situ (Minister of Land and People),7,牛人,Cattle Officer,史,Scribe,4,Administers cattle officer.
2,Earth Offices – Situ (Minister of Land and People),7,牛人,Cattle Officer,府,Storekeeper,2,Administers cattle officer.
2,Earth Offices – Situ (Minister of Land and People),7,牛人,Cattle Officer,徒,Laborer,200,Administers cattle officer.
2,Earth Offices – Situ (Minister of Land and People),7,牛人,Cattle Officer,胥,Clerk,20,Administers cattle officer.
2,Earth Offices – Situ (Minister of Land and People),8,充人,Provisioning Officer,下士,Junior Officer,2,Administers provisioning officer.
2,Earth Offices – Situ (Minister of Land and People),8,充人,Provisioning Officer,史,Scribe,2,Administers provisioning officer.
2,Earth Offices – Situ (Minister of Land and People),8,充人,Provisioning Officer,徒,Laborer,40,Administers provisioning officer.
2,Earth Offices – Situ (Minister of Land and People),8,充人,Provisioning Officer,胥,Clerk,4,Administers provisioning officer.
2,Earth Offices – Situ (Minister of Land and People),9,載師,Transport Master,上士,Senior Officer,2,Administers transport master.
2,Earth Offices – Situ (Minister of Land and People),9,載師,Transport Master,中士,Middle Officer,4,Administers transport master.
2,Earth Offices – Situ (Minister of Land and People),9,載師,Transport Master,史,Scribe,4,Administers transport master.
2,Earth Offices – Situ (Minister of Land and People),9,載師,Transport Master,府,Storekeeper,2,Administers transport master.
2,Earth Offices – Situ (Minister of Land and People),9,載師,Transport Master,徒,Laborer,60,Administers transport master.
2,Earth Offices – Situ (Minister of Land and People),9,載師,Transport Master,胥,Clerk,6,Administers transport master.
2,Earth Offices – Situ (Minister of Land and People),10,閭師,Neighborhood Master,中士,Middle Officer,2,Administers neighborhood master.
2,Earth Offices – Situ (Minister of Land and People),10,閭師,Neighborhood Master,史,Scribe,2,Administers neighborhood master.
2,Earth Offices – Situ (Minister of Land and People),10,閭師,Neighborhood Master,徒,Laborer,20,Administers neighborhood master.
2,Earth Offices – Situ (Minister of Land and People),11,縣師,County Master,上士,Senior Officer,2,Administers county master.
2,Earth Offices – Situ (Minister of Land and People),11,縣師,County Master,中士,Middle Officer,4,Administers county master.
2,Earth Offices – Situ (Minister of Land and People),11,縣師,County Master,史,Scribe,4,Administers county master.
2,Earth Offices – Situ (Minister of Land and People),11,縣師,County Master,府,Storekeeper,2,Administers county master.
2,Earth Offices – Situ (Minister of Land and People),11,縣師,County Master,徒,Laborer,80,Administers county master.
2,Earth Offices – Situ (Minister of Land and People),11,縣師,County Master,胥,Clerk,8,Administers county master.
2,Earth Offices – Situ (Minister of Land and People),12,遺人,Relief Officer,下士,Junior Officer,4,Administers relief officer.
2,Earth Offices – Situ (Minister of Land and People),12,遺人,Relief Officer,中士,Middle Officer,2,Administers relief officer.
2,Earth Offices – Situ (Minister of Land and People),12,遺人,Relief Officer,史,Scribe,4,Administers relief officer.
2,Earth Offices – Situ (Minister of Land and People),12,遺人,Relief Officer,府,Storekeeper,2,Administers relief officer.
2,Earth Offices – Situ (Minister of Land and People),12,遺人,Relief Officer,徒,Laborer,40,Administers relief officer.
2,Earth Offices – Situ (Minister of Land and People),12,遺人,Relief Officer,胥,Clerk,4,Administers relief officer.
2,Earth Offices – Situ (Minister of Land and People),13,均人,Equalization Officer,下士,Junior Officer,4,Administers equalization officer.
2,Earth Offices – Situ (Minister of Land and People),13,均人,Equalization Officer,中士,Middle Officer,2,Administers equalization officer.
2,Earth Offices – Situ (Minister of Land and People),13,均人,Equalization Officer,史,Scribe,4,Administers equalization officer.
2,Earth Offices – Situ (Minister of Land and People),13,均人,Equalization Officer,府,Storekeeper,2,Administers equalization officer.
2,Earth Offices – Situ (Minister of Land and People),13,均人,Equalization Officer,徒,Laborer,40,Administers equalization officer.
2,Earth Offices – Situ (Minister of Land and People),13,均人,Equalization Officer,胥,Clerk,4,Administers equalization officer.
2,Earth Offices – Situ (Minister of Land and People),14,保氏,Protection Master,下大夫,Lower Grand Officer,1,Administers protection master.
2,Earth Offices – Situ (Minister of Land and People),14,保氏,Protection Master,中士,Middle Officer,2,Administers protection master.
2,Earth Offices – Situ (Minister of Land and People),14,保氏,Protection Master,史,Scribe,2,Administers protection master.
2,Earth Offices – Situ (Minister of Land and People),14,保氏,Protection Master,府,Storekeeper,2,Administers protection master.
2,Earth Offices – Situ (Minister of Land and People),14,保氏,Protection Master,徒,Laborer,60,Administers protection master.
2,Earth Offices – Situ (Minister of Land and People),14,保氏,Protection Master,胥,Clerk,6,Administers protection master.
2,Earth Offices – Situ (Minister of Land and People),14,師氏,Instruction Master,上士,Senior Officer,2,Administers instruction master.
2,Earth Offices – Situ (Minister of Land and People),14,師氏,Instruction Master,中大夫,Middle Grand Officer,1,Administers instruction master.
2,Earth Offices – Situ (Minister of Land and People),14,師氏,Instruction Master,史,Scribe,2,Administers instruction master.
2,Earth Offices – Situ (Minister of Land and People),14,師氏,Instruction Master,府,Storekeeper,2,Administers instruction master.
2,Earth Offices – Situ (Minister of Land and People),14,師氏,Instruction Master,徒,Laborer,120,Administers instruction master.
2,Earth Offices – Situ (Minister of Land and People),14,師氏,Instruction Master,胥,Clerk,12,Administers instruction master.
2,Earth Offices – Situ (Minister of Land and People),15,司諫,Director of Admonition,中士,Middle Officer,2,Administers director of admonition.
2,Earth Offices – Situ (Minister of Land and People),15,司諫,Director of Admonition,史,Scribe,2,Administers director of admonition.
2,Earth Offices – Situ (Minister of Land and People),15,司諫,Director of Admonition,徒,Laborer,20,Administers director of admonition.
2,Earth Offices – Situ (Minister of Land and People),16,司救,Director of Rescue,中士,Middle Officer,2,Administers director of rescue.
2,Earth Offices – Situ (Minister of Land and People),16,司救,Director of Rescue,史,Scribe,2,Administers director of rescue.
2,Earth Offices – Situ (Minister of Land and People),16,司救,Director of Rescue,徒,Laborer,20,Administers director of rescue.
2,Earth Offices – Situ (Minister of Land and People),17,調人,Mediator,下士,Junior Officer,2,Administers mediator.
2,Earth Offices – Situ (Minister of Land and People),17,調人,Mediator,史,Scribe,2,Administers mediator.
2,Earth Offices – Situ (Minister of Land and People),17,調人,Mediator,徒,Laborer,10,Administers mediator.
2,Earth Offices – Situ (Minister of Land and People),18,媒氏,Marriage Official,下士,Junior Officer,2,Administers marriage official.
2,Earth Offices – Situ (Minister of Land and People),18,媒氏,Marriage Official,史,Scribe,2,Administers marriage official.
2,Earth Offices – Situ (Minister of Land and People),18,媒氏,Marriage Official,徒,Laborer,10,Administers marriage official.
2,Earth Offices – Situ (Minister of Land and People),19,司市,Director of Markets,上士,Senior Officer,4,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),19,司市,Director of Markets,下士,Junior Officer,16,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),19,司市,Director of Markets,下大夫,Lower Grand Officer,2,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),19,司市,Director of Markets,中士,Middle Officer,8,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),19,司市,Director of Markets,史,Scribe,8,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),19,司市,Director of Markets,府,Storekeeper,4,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),19,司市,Director of Markets,徒,Laborer,120,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),19,司市,Director of Markets,胥,Clerk,12,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),20,質人,Pledges Officer,下士,Junior Officer,4,Administers pledges officer.
2,Earth Offices – Situ (Minister of Land and People),20,質人,Pledges Officer,中士,Middle Officer,2,Administers pledges officer.
2,Earth Offices – Situ (Minister of Land and People),20,質人,Pledges Officer,史,Scribe,4,Administers pledges officer.
2,Earth Offices – Situ (Minister of Land and People),20,質人,Pledges Officer,府,Storekeeper,2,Administers pledges officer.
2,Earth Offices – Situ (Minister of Land and People),20,質人,Pledges Officer,徒,Laborer,20,Administers pledges officer.
2,Earth Offices – Situ (Minister of Land and People),20,質人,Pledges Officer,胥,Clerk,2,Administers pledges officer.
2,Earth Offices – Situ (Minister of Land and People),21,廛人,Market Stall Officer,下士,Junior Officer,4,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),21,廛人,Market Stall Officer,中士,Middle Officer,2,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),21,廛人,Market Stall Officer,史,Scribe,4,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),21,廛人,Market Stall Officer,府,Storekeeper,2,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),21,廛人,Market Stall Officer,徒,Laborer,20,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),21,廛人,Market Stall Officer,胥,Clerk,2,Regulates markets.
2,Earth Offices – Situ (Minister of Land and People),23,泉府,Currency Treasury,上士,Senior Officer,4,Manages state finances.
2,Earth Offices – Situ (Minister of Land and People),23,泉府,Currency Treasury,下士,Junior Officer,16,Manages state finances.
2,Earth Offices – Situ (Minister of Land and People),23,泉府,Currency Treasury,中士,Middle Officer,8,Manages state finances.
2,Earth Offices – Situ (Minister of Land and People),23,泉府,Currency Treasury,史,Scribe,8,Manages state finances.
2,Earth Offices – Situ (Minister of Land and People),23,泉府,Currency Treasury,府,Storekeeper,4,Manages state finances.
2,Earth Offices – Situ (Minister of Land and People),23,泉府,Currency Treasury,徒,Laborer,80,Manages state finances.
2,Earth Offices – Situ (Minister of Land and People),23,泉府,Currency Treasury,賈,Merchant,8,Manages state finances.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,上士,Senior Officer,4,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,下士,Junior Officer,2,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,下士,Junior Officer,16,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,下大夫,Lower Grand Officer,2,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,中士,Middle Officer,8,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,史,Scribe,2,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,史,Scribe,4,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,府,Storekeeper,1,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,府,Storekeeper,2,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,徒,Laborer,4,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,徒,Laborer,40,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),24,司門,Director of Gates,胥,Clerk,4,Guards palace or city.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,上士,Senior Officer,2,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,下士,Junior Officer,2,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,中士,Middle Officer,4,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,史,Scribe,2,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,史,Scribe,4,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,府,Storekeeper,1,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,府,Storekeeper,2,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,徒,Laborer,4,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,徒,Laborer,80,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),25,司關,Director of Passes,胥,Clerk,8,Administers director of passes.
2,Earth Offices – Situ (Minister of Land and People),26,掌節,Manager of Tallies,上士,Senior Officer,2,Administers manager of tallies.
2,Earth Offices – Situ (Minister of Land and People),26,掌節,Manager of Tallies,中士,Middle Officer,4,Administers manager of tallies.
2,Earth Offices – Situ (Minister of Land and People),26,掌節,Manager of Tallies,史,Scribe,4,Administers manager of tallies.
2,Earth Offices – Situ (Minister of Land and People),26,掌節,Manager of Tallies,府,Storekeeper,2,Administers manager of tallies.
2,Earth Offices – Situ (Minister of Land and People),26,掌節,Manager of Tallies,徒,Laborer,20,Administers manager of tallies.
2,Earth Offices – Situ (Minister of Land and People),26,掌節,Manager of Tallies,胥,Clerk,2,Administers manager of tallies.
2,Earth Offices – Situ (Minister of Land and People),27,遂人,District Officer,中大夫,Middle Grand Officer,2,Administers district officer.
2,Earth Offices – Situ (Minister of Land and People),27,遂師,District Master,上士,Senior Officer,8,Administers district master.
2,Earth Offices – Situ (Minister of Land and People),27,遂師,District Master,下大夫,Lower Grand Officer,4,Administers district master.
2,Earth Offices – Situ (Minister of Land and People),27,遂師,District Master,中士,Middle Officer,16,Administers district master.
2,Earth Offices – Situ (Minister of Land and People),27,遂師,District Master,史,Scribe,12,Administers district master.
2,Earth Offices – Situ (Minister of Land and People),27,遂師,District Master,府,Storekeeper,4,Administers district master.
2,Earth Offices – Situ (Minister of Land and People),27,遂師,District Master,徒,Laborer,120,Administers district master.
2,Earth Offices – Situ (Minister of Land and People),27,遂師,District Master,旅下士,Retinue Junior Officer,32,Administers district master.
2,Earth Offices – Situ (Minister of Land and People),27,遂師,District Master,胥,Clerk,12,Administers district master.
2,Earth Offices – Situ (Minister of Land and People),28,縣正,County Chief,下大夫,Lower Grand Officer,1,Administers county chief.
2,Earth Offices – Situ (Minister of Land and People),28,遂大夫,District Grand Officer,中大夫,Middle Grand Officer,1,Administers district grand officer.
2,Earth Offices – Situ (Minister of Land and People),28,鄙師,Borderland Master,上士,Senior Officer,1,Administers borderland master.
2,Earth Offices – Situ (Minister of Land and People),28,酂長,Hamlet Chief,中士,Middle Officer,1,Administers hamlet chief.
2,Earth Offices – Situ (Minister of Land and People),28,里宰,Village Steward,下士,Junior Officer,1,Administers village steward.
2,Earth Offices – Situ (Minister of Land and People),29,旅師,Brigade Master,下士,Junior Officer,8,Administers brigade master.
2,Earth Offices – Situ (Minister of Land and People),29,旅師,Brigade Master,中士,Middle Officer,4,Administers brigade master.
2,Earth Offices – Situ (Minister of Land and People),29,旅師,Brigade Master,史,Scribe,4,Administers brigade master.
2,Earth Offices – Situ (Minister of Land and People),29,旅師,Brigade Master,府,Storekeeper,2,Administers brigade master.
2,Earth Offices – Situ (Minister of Land and People),29,旅師,Brigade Master,徒,Laborer,80,Administers brigade master.
2,Earth Offices – Situ (Minister of Land and People),29,旅師,Brigade Master,胥,Clerk,8,Administers brigade master.
2,Earth Offices – Situ (Minister of Land and People),30,稍人,Minor Levy Officer,下士,Junior Officer,4,Administers minor levy officer.
2,Earth Offices – Situ (Minister of Land and People),30,稍人,Minor Levy Officer,史,Scribe,2,Administers minor levy officer.
2,Earth Offices – Situ (Minister of Land and People),30,稍人,Minor Levy Officer,徒,Laborer,12,Administers minor levy officer.
2,Earth Offices – Situ (Minister of Land and People),31,委人,Store Officer,下士,Junior Officer,4,Administers store officer.
2,Earth Offices – Situ (Minister of Land and People),31,委人,Store Officer,中士,Middle Officer,2,Administers store officer.
2,Earth Offices – Situ (Minister of Land and People),31,委人,Store Officer,史,Scribe,4,Administers store officer.
2,Earth Offices – Situ (Minister of Land and People),31,委人,Store Officer,府,Storekeeper,2,Administers store officer.
2,Earth Offices – Situ (Minister of Land and People),31,委人,Store Officer,徒,Laborer,40,Administers store officer.
2,Earth Offices – Situ (Minister of Land and People),32,土均,Land Equalization Officer,上士,Senior Officer,2,Administers land equalization officer.
2,Earth Offices – Situ (Minister of Land and People),32,土均,Land Equalization Officer,下士,Junior Officer,8,Administers land equalization officer.
2,Earth Offices – Situ (Minister of Land and People),32,土均,Land Equalization Officer,中士,Middle Officer,4,Administers land equalization officer.
2,Earth Offices – Situ (Minister of Land and People),32,土均,Land Equalization Officer,史,Scribe,4,Administers land equalization officer.
2,Earth Offices – Situ (Minister of Land and People),32,土均,Land Equalization Officer,府,Storekeeper,2,Administers land equalization officer.
2,Earth Offices – Situ (Minister of Land and People),32,土均,Land Equalization Officer,徒,Laborer,40,Administers land equalization officer.
2,Earth Offices – Situ (Minister of Land and People),32,土均,Land Equalization Officer,胥,Clerk,4,Administers land equalization officer.
2,Earth Offices – Situ (Minister of Land and People),32,草人,Grasslands Officer,下士,Junior Officer,4,Administers grasslands officer.
2,Earth Offices – Situ (Minister of Land and People),32,草人,Grasslands Officer,史,Scribe,2,Administers grasslands officer.
2,Earth Offices – Situ (Minister of Land and People),32,草人,Grasslands Officer,徒,Laborer,12,Administers grasslands officer.
2,Earth Offices – Situ (Minister of Land and People),33,稻人,Rice Officer,上士,Senior Officer,2,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),33,稻人,Rice Officer,下士,Junior Officer,8,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),33,稻人,Rice Officer,中士,Middle Officer,4,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),33,稻人,Rice Officer,史,Scribe,4,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),33,稻人,Rice Officer,府,Storekeeper,2,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),33,稻人,Rice Officer,徒,Laborer,100,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),33,稻人,Rice Officer,胥,Clerk,10,Supervises agriculture.
2,Earth Offices – Situ (Minister of Land and People),34,土訓,Land Instructor,下士,Junior Officer,4,Administers land instructor.
2,Earth Offices – Situ (Minister of Land and People),34,土訓,Land Instructor,中士,Middle Officer,2,Administers land instructor.
2,Earth Offices – Situ (Minister of Land and People),34,土訓,Land Instructor,史,Scribe,2,Administers land instructor.
2,Earth Offices – Situ (Minister of Land and People),34,土訓,Land Instructor,徒,Laborer,8,Administers land instructor.
2,Earth Offices – Situ (Minister of Land and People),35,誦訓,Recitation Instructor,下士,Junior Officer,4,Administers recitation instructor.
2,Earth Offices – Situ (Minister of Land and People),35,誦訓,Recitation Instructor,中士,Middle Officer,2,Administers recitation instructor.
2,Earth Offices – Situ (Minister of Land and People),35,誦訓,Recitation Instructor,史,Scribe,2,Administers recitation instructor.
2,Earth Offices – Situ (Minister of Land and People),35,誦訓,Recitation Instructor,徒,Laborer,8,Administers recitation instructor.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,下士,Junior Officer,2,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,下士,Junior Officer,6,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,下士,Junior Officer,8,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,中士,Middle Officer,4,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,史,Scribe,1,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,史,Scribe,2,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,史,Scribe,4,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,府,Storekeeper,2,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,徒,Laborer,20,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,徒,Laborer,60,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,徒,Laborer,80,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,胥,Clerk,6,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),36,山虞,山虞,胥,Clerk,8,Administers 山虞.
2,Earth Offices – Situ (Minister of Land and People),37,林衡,Forest Warden,下士,Junior Officer,12,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),37,林衡,Forest Warden,史,Scribe,4,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),37,林衡,Forest Warden,徒,Laborer,120,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),37,林衡,Forest Warden,胥,Clerk,12,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,下士,Junior Officer,2,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,下士,Junior Officer,6,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,下士,Junior Officer,12,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,史,Scribe,1,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,史,Scribe,2,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,史,Scribe,4,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,徒,Laborer,20,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,徒,Laborer,60,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,徒,Laborer,120,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,胥,Clerk,6,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),38,川衡,River Warden,胥,Clerk,12,Manages natural resources.
2,Earth Offices – Situ (Minister of Land and People),39,澤虞,澤虞,下士,Junior Officer,8,Administers 澤虞.
2,Earth Offices – Situ (Minister of Land and People),39,澤虞,澤虞,中士,Middle Officer,4,Administers 澤虞.
2,Earth Offices – Situ (Minister of Land and People),39,澤虞,澤虞,史,Scribe,4,Administers 澤虞.
2,Earth Offices – Situ (Minister of Land and People),39,澤虞,澤虞,府,Storekeeper,2,Administers 澤虞.
2,Earth Offices – Situ (Minister of Land and People),39,澤虞,澤虞,徒,Laborer,80,Administers 澤虞.
2,Earth Offices – Situ (Minister of Land and People),39,澤虞,澤虞,胥,Clerk,8,Administers 澤虞.
2,Earth Offices – Situ (Minister of Land and People),40,迹人,Tracker,下士,Junior Officer,8,Administers tracker.
2,Earth Offices – Situ (Minister of Land and People),40,迹人,Tracker,中士,Middle Officer,4,Administers tracker.
2,Earth Offices – Situ (Minister of Land and People),40,迹人,Tracker,史,Scribe,2,Administers tracker.
2,Earth Offices – Situ (Minister of Land and People),40,迹人,Tracker,徒,Laborer,40,Administers tracker.
2,Earth Offices – Situ (Minister of Land and People),41,卝人,Minerals Officer,下士,Junior Officer,4,Administers minerals officer.
2,Earth Offices – Situ (Minister of Land and People),41,卝人,Minerals Officer,中士,Middle Officer,2,Administers minerals officer.
2,Earth Offices – Situ (Minister of Land and People),41,卝人,Minerals Officer,史,Scribe,2,Administers minerals officer.
2,Earth Offices – Situ (Minister of Land and People),41,卝人,Minerals Officer,府,Storekeeper,2,Administers minerals officer.
2,Earth Offices – Situ (Minister of Land and People),41,卝人,Minerals Officer,徒,Laborer,40,Administers minerals officer.
2,Earth Offices – Situ (Minister of Land and People),41,卝人,Minerals Officer,胥,Clerk,4,Administers minerals officer.
2,Earth Offices – Situ (Minister of Land and People),42,角人,Horns Officer,下士,Junior Officer,2,Administers horns officer.
2,Earth Offices – Situ (Minister of Land and People),42,角人,Horns Officer,府,Storekeeper,1,Administers horns officer.
2,Earth Offices – Situ (Minister of Land and People),42,角人,Horns Officer,徒,Laborer,8,Administers horns officer.
2,Earth Offices – Situ (Minister of Land and People),43,羽人,Feathers Officer,下士,Junior Officer,2,Administers feathers officer.
2,Earth Offices – Situ (Minister of Land and People),43,羽人,Feathers Officer,府,Storekeeper,1,Administers feathers officer.
2,Earth Offices – Situ (Minister of Land and People),43,羽人,Feathers Officer,徒,Laborer,8,Administers feathers officer.
2,Earth Offices – Situ (Minister of Land and People),44,掌葛,Manager of Kudzu,下士,Junior Officer,2,Administers manager of kudzu.
2,Earth Offices – Situ (Minister of Land and People),44,掌葛,Manager of Kudzu,史,Scribe,1,Administers manager of kudzu.
2,Earth Offices – Situ (Minister of Land and People),44,掌葛,Manager of Kudzu,府,Storekeeper,1,Administers manager of kudzu.
2,Earth Offices – Situ (Minister of Land and People),44,掌葛,Manager of Kudzu,徒,Laborer,20,Administers manager of kudzu.
2,Earth Offices – Situ (Minister of Land and People),44,掌葛,Manager of Kudzu,胥,Clerk,2,Administers manager of kudzu.
2,Earth Offices – Situ (Minister of Land and People),45,掌染草,Manager of Dye Plants,下士,Junior Officer,2,Administers manager of dye plants.
2,Earth Offices – Situ (Minister of Land and People),45,掌染草,Manager of Dye Plants,史,Scribe,2,Administers manager of dye plants.
2,Earth Offices – Situ (Minister of Land and People),45,掌染草,Manager of Dye Plants,府,Storekeeper,1,Administers manager of dye plants.
2,Earth Offices – Situ (Minister of Land and People),45,掌染草,Manager of Dye Plants,徒,Laborer,8,Administers manager of dye plants.
2,Earth Offices – Situ (Minister of Land and People),46,掌炭,Manager of Charcoal,下士,Junior Officer,2,Administers manager of charcoal.
2,Earth Offices – Situ (Minister of Land and People),46,掌炭,Manager of Charcoal,史,Scribe,2,Administers manager of charcoal.
2,Earth Offices – Situ (Minister of Land and People),46,掌炭,Manager of Charcoal,徒,Laborer,20,Administers manager of charcoal.
2,Earth Offices – Situ (Minister of Land and People),47,掌荼,Manager of Reeds,下士,Junior Officer,2,Administers manager of reeds.
2,Earth Offices – Situ (Minister of Land and People),47,掌荼,Manager of Reeds,史,Scribe,1,Administers manager of reeds.
